time,steering
1627339874.823738337,-2.692901637
1627339874.856872320,-2.463718519
1627339874.890433550,-2.463718519
1627339874.925240993,-2.463718519
1627339874.956533909,-2.463718519
1627339874.990314960,-2.463718519
1627339875.024682999,-2.349126960
1627339875.056943417,-2.177239621
1627339875.090919256,-1.948056503
1627339875.125285149,-1.890760724
1627339875.157588959,-1.776169165
1627339875.192354441,-1.776169165
1627339875.225900173,-1.776169165
1627339875.258008242,-1.776169165
1627339875.292796135,-1.776169165
1627339875.326268196,-1.776169165
1627339875.358546495,-1.776169165
1627339875.393225908,-1.546986047
1627339875.427540779,-1.375098708
1627339875.458996773,-1.088619811
1627339875.493494987,-0.458366236
1627339875.526991367,-0.171887339
1627339875.560312748,0.171887339
1627339875.593705416,0.572957795
1627339875.626914024,0.687549354
1627339875.659771204,0.687549354
1627339875.694110394,0.572957795
1627339875.728817701,0.171887339
1627339875.761065483,-0.057295780
1627339875.794502735,-0.171887339
1627339875.828667402,-0.286478898
1627339875.861547709,-0.286478898
1627339875.894918919,-0.343774677
1627339875.929341793,-0.687549354
1627339875.961991310,-0.974028252
1627339875.995280743,-1.260507149
1627339876.028469324,-1.546986047
1627339876.062541723,-1.776169165
1627339876.096796989,-2.062648062
1627339876.130661488,-2.349126960
1627339876.162728786,-2.578310078
1627339876.197105408,-2.750197417
1627339876.231154442,-2.979380535
1627339876.262786150,-3.093972094
1627339876.297571659,-3.265859432
1627339876.331542015,-3.495042550
1627339876.363171101,-3.495042550
1627339876.397137880,-3.495042550
1627339876.430288792,-3.380450991
1627339876.463821411,-3.380450991
1627339876.498598337,-3.380450991
1627339876.532764912,-3.495042550
1627339876.564366817,-3.380450991
1627339876.599049568,-3.380450991
1627339876.631362200,-3.380450991
1627339876.664533138,-3.380450991
1627339876.699374914,-3.380450991
1627339876.733106375,-3.380450991
1627339876.765763283,-3.093972094
1627339876.800077915,-2.692901637
1627339876.832556248,-2.463718519
1627339876.866583347,-2.177239621
1627339876.899714947,-2.062648062
1627339876.934129238,-2.062648062
1627339876.967074394,-2.177239621
1627339877.000268221,-2.177239621
1627339877.035179377,-2.291831181
1627339877.067405224,-2.291831181
1627339877.101691008,-2.291831181
1627339877.133586645,-2.291831181
1627339877.168056726,-2.349126960
1627339877.201804638,-2.349126960
1627339877.236189604,-2.463718519
1627339877.267470121,-2.578310078
1627339877.301331282,-2.692901637
1627339877.335736513,-2.864788976
1627339877.367917299,-2.864788976
1627339877.401743174,-2.864788976
1627339877.436168909,-2.864788976
1627339877.468517065,-2.864788976
1627339877.502479076,-2.864788976
1627339877.535889149,-2.864788976
1627339877.569107771,-2.864788976
1627339877.603858232,-2.979380535
1627339877.637206793,-3.093972094
1627339877.669487476,-3.093972094
1627339877.704411745,-3.093972094
1627339877.736663818,-3.093972094
